"FamilyName","GivenName","Prefix","Gender","Age","Class","Joined","url","Price","Survived"
"DEAN","Eva Georgetta","Mrs","Male","32","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/eva-georgetta-dean.html","20.57",1
"DEAN","Bertram Vere","Master",NA,"1","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/bertram-vere-dean.html","20.57",1
"DEAN","Eliza Gladys Millvina","Miss","Female","0.0138888888888889","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/millvina-dean.html","20.57",1
"DEL CARLO","Argene","Mrs","Male","24","2nd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/argene-del-carlo.html","27.72",1
"DEVANEY","Margaret Bedelia","Miss","Female","20","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-survivor/margaret-devaney.html","7.88",1
"DIAPER","John Joseph","Mr","Male","27","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/j-diaper.html","NA",1
"DICK","Albert Adrian","Mr","Male","31","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/albert-adrian-dick.html","57.00",1
"DICK","Vera","Mrs","Male","20","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/vera-dick.html","57.00",1
"DILLON","Thomas Patrick","Mr","Male","33","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/thomas-patrick-dillon.html","NA",1
"DODGE","Washington","Dr","Male","52","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/washington-dodge.html","81.86",1
"DODGE","Ruth","Mrs","Male","38","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/ruth-dodge.html","81.86",1
"DODGE","Washington","Master",NA,"4","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/washington-dodge-jr.html","81.86",1
"DOEL","Frederick","Mr","Male","22","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/frederick-doel.html","NA",1
"DOLING","Ada Julia Elizabeth","Mrs","Male","34","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/ada-doling.html","23.00",1
"DOLING","Elsie","Miss","Female","18","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/elsie-doling.html","23.00",1
"DORE","Albert James","Mr","Male","22","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/a-dore.html","NA",1
"DORKINGS","Edward Arthur","Mr","Male","18","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/edward-arthur-dorking.html","8.05",1
"DOUGLAS","Mahala","Mrs","Male","48","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/mahala-douglas.html","106.43",1
"DOUGLAS","Mary Hélène","Mrs","Male","27","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/mary-helene-douglas.html","247.52",1
"DOWDELL","Elizabeth","Miss","Female","31","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/elizabeth-dowdell.html","12.47",1
"DREW","Maria Louisa Thorne","Mrs","Male","34","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/lulu-thorne-drew.html","32.50",1
"DREW","Marshall Brines","Master",NA,"8","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/marshall-brines-drew.html","32.50",1
"DRISCOLL","Bridget","Miss","Female","27","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-survivor/bridget-driscoll.html","7.75",1
"DROPKIN","Jennie","Miss","Female","24","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/jennie-dropkin.html","8.05",1
"DUFF GORDON","Cosmo Edmund","Sir",NA,"49","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/sir-cosmo-duff-gordon.html","39.60",1
"DUFF GORDON","Lucy Christiana, Lady",NA,NA,"48","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/lady-duff-gordon.html","56.93",1
"DUQUEMIN","Joseph Pierre","Mr","Male","24","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/joseph-pierre-duquemin.html","7.55",1
"DURÁN I MONÉ","Florentina","Miss","Female","30","2nd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/florentina-duran-y-more.html","13.86",1
"DURÁN I MONÉ","Asuncion","Miss","Female","27","2nd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/asuncion-duran-y-more.html","13.86",1
"DYKER","Anna Elisabeth Judith","Mrs","Male","22","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/anna-elisabeth-judith-dyker.html","13.90",1
"DYMOND","Frank","Mr","Male","36","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/frank-dymond.html","NA",1
"EARNSHAW","Olive","Mrs","Male","23","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/olive-earnshaw.html","83.16",1
"ELLIS","John Bertie","Mr","Male","28","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/john-bertram-ellis.html","NA",1
"EMANUEL","Virginia Ethel","Miss","Female","6","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/virginia-ethel-emanuel.html","12.47",1
"ENDRES","Caroline Louise","Miss","Female","39","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/caroline-endres.html","247.53",1
"ETCHES","Henry Samuel","Mr","Male","43","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-survivor/henry-samuel-etches.html","NA",1
"EUSTIS","Elizabeth Mussey","Miss","Female","54","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/elizabeth-mussey-eustis.html","78.27",1
"EVANS","Alfred Frank","Mr","Male","25","Deck Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/alfred-frank-evans.html","NA",1
"EVANS","Frank Oliver","Mr","Male","27","Deck Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/frank-oliver-evans.html","NA",1
"FAULKNER","William Stephen","Mr","Male","37","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-survivor/william-stephen-faulkner.html","NA",1
"FINOLI","Luigi","Mr","Male","41","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/luigi-finoli.html","7.05",1
"FITZPATRICK","Cecil William","Mr","Male","21","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/cecil-william-fitzpatrick.html","NA",1
"FLAHERTY","Edward","Mr","Male","52","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/edward-flarty.html","NA",1
"FLEET","Frederick","Mr","Male","24","Deck Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-survivor/frederick-fleet.html","NA",1
"FLEGENHEIM","Antoinette","Mrs","Male","48","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/antoinette-flegenheim.html","31.68",1
"FLEMING","Margaret","Miss","Female","42","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/margaret-fleming.html","110.88",1
"FLYNN","John Irwin","Mr","Male","36","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/john-irwin-flynn.html","26.29",1
"FOLEY","John","Mr","Male","46","Deck Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-survivor/john-foley.html","NA",1
"FOLEY","Wilfred Cyril","Mr","Male","21","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/wilfred-cyril-foley.html","NA",1
"FOO","Choong","Mr","Male","32","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/choong-foo.html","56.50",1
"FORTUNE","Mary","Mrs","Male","60","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/mary-fortune.html","263.00",1
"FORTUNE","Ethel Flora","Miss","Female","28","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/ethel-flora-fortune.html","263.00",1
"FORTUNE","Alice Elizabeth","Miss","Female","24","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/alice-elizabeth-fortune.html","263.00",1
"FORTUNE","Mabel Helen","Miss","Female","23","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/mabel-helen-fortune.html","263.00",1
"FORWARD","James","Mr","Male","27","Deck Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/james-forward.html","NA",1
"FRANCATELLI","Laura Mabel","Miss","Female","31","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/laura-mabel-francatelli.html","56.93",1
"FRAUENTHAL","Isaac Gerry","Mr","Male","43","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/isaac-gerald-frauenthal.html","27.72",1
"FRAUENTHAL","Henry William","Dr","Male","49","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/henry-william-frauenthal.html","133.65",1
"FRAUENTHAL","Clara","Mrs","Male","42","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/clara-frauenthal.html","133.65",1
"FREDERICKS","Walter Francis","Mr","Male","21","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/w-fredericks.html","NA",1
"FRÖLICHER","Hedwig Margaritha","Miss","Female","22","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/hedwig-margaritha-frolicher.html","49.50",1
"FRÖLICHER-STEHLI","Maximilian Josef","Mr","Male","60","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/maximilian-frolicher-stehli.html","79.20",1
"FRÖLICHER-STEHLI","Margaretha Emerentia","Mrs","Male","48","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/margaretha-frolicher-stehli.html","79.20",1
"FRYER","Albert Ernest","Mr","Male","29","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/albert-ernest-fryer.html","NA",1
"FUTRELLE","Lily May","Mrs","Male","35","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/lily-may-futrelle.html","53.10",1
"GARSIDE","Ethel","Miss","Female","39","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/ethel-garside.html","13.00",1
"GIBBONS","Jacob William","Mr","Male","36","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/jacob-william-gibbons.html","NA",1
"GIBSON","Pauline Caroline","Mrs","Male","45","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/pauline-gibson.html","59.40",1
"GIBSON","Dorothy Winifred","Miss","Female","22","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/dorothy-gibson.html","59.40",1
"GIEGER","Amalie Henriette","Miss","Female","35","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/emily-gieger.html","211.50",1
"GILNAGH","Kate","Miss","Female","17","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-survivor/katie-gilnagh.html","7.73",1
"GLYNN","Mary Agatha","Miss","Female","18","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-survivor/mary-agatha-glynn.html","7.75",1
"GODLEY","George Auguste","Mr","Male","38","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/george-godley.html","NA",1
"GOLD","Jane Kate Coulson","Mrs","Male","45","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/katherine-gold.html","NA",1
"GOLDENBERG","Samuel Levi","Mr","Male","47","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/samuel-goldenberg.html","89.10",1
"GOLDENBERG","Nella Carlynne","Mrs","Male","46","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/nella-goldenberg.html","89.10",1
"GOLDSMITH","Emily Alice","Mrs","Male","31","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/emily-goldsmith.html","20.52",1
"GOLDSMITH","Frank John William","Master",NA,"9","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/frankie-goldsmith.html","20.52",1
"GRACIE","Archibald","Colonel",NA,"53","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/colonel-archibald-gracie.html","28.50",1
"GRAHAM","Edith","Mrs","Male","58","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/edith-graham.html","153.46",1
"GRAHAM","Margaret Edith","Miss","Female","19","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/margaret-edith-graham.html","153.46",1
"GRAHAM","Thomas Gibson","Mr","Male","28","Engineering Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-survivor/thomas-graham.html","NA",1
"GREENFIELD","Blanche","Mrs","Male","45","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/blanche-greenfield.html","63.36",1
"GREENFIELD","William Bertram","Mr","Male","23","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/william-bertram-greenfield.html","63.36",1
"GREGSON","Mary Josephine","Miss","Female","45","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/mary-gregson.html","NA",1
"GUY","Elgar John","Mr","Male","29","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/elgar-john-guy.html","NA",1
"HAGGAN","John","Mr","Male","35","Engineering Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-survivor/john-haggan.html","NA",1
"HAINES","Albert","Mr","Male","31","Deck Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-survivor/albert-haines.html","NA",1
"HAKKARAINEN","Elin Matilda","Mrs","Male","24","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/elin-matilda-hakkarainen.html","15.85",1
"HALFORD","Richard","Mr","Male","27","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/richard-halford.html","NA",1
"HÄMÄLÄINEN","Anna Lydia Amanda","Mrs","Male","23","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/anna-hamalainen.html","14.50",1
"HÄMÄLÄINEN","Viljo Unto Johannes","Master",NA,"1","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/viljo-hamalainen.html","14.50",1
"ḤANNĀ","Mubārik Sulaymān Abī Āsī","Mr","Male","27","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/borak-hannah.html","7.23",1
"HANSEN","Jennie Louise","Mrs","Male","45","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/jennie-louise-hansen.html","14.11",1
"HARDER","George Achilles","Mr","Male","25","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/george-achilles-harder.html","55.44",1
"HARDER","Dorothy","Mrs","Male","21","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/dorothy-harder.html","55.44",1
"HARDER","William","Mr","Male","39","Deck Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/william-harder.html","NA",1
